Iteration                Wall_Time                Samples                  Total_FPS                Test_Return              Test_Episode_Length      Test_Episodes            Train_Return             Train_Episode_Length     Train_Episodes           Loss                     Critic_Loss              Actor_Loss               Clip_Frac                Imp_Ratio                Action_Bound_Loss        Disc_Loss                Disc_Grad_Penalty        Disc_Agent_Acc           Disc_Demo_Acc            Disc_Agent_Logit         Disc_Demo_Logit          Disc_Logit_Loss          Disc_Weight_Decay        Adv_Mean                 Adv_Std                  Disc_Reward_Mean         Disc_Reward_Std          Collection_Time          Backward_Time            Obs_Norm_Mean            Obs_Norm_Std             Exp_Prob                 
250                      0.2180952481428782       32899072                 9524.366630478788        140.61016845703125       299.57763671875          4096                     138.5147247314453        296.3444519042969        8334                     12.561469078063965       12.111308097839355       -0.01521353144198656     0.090606689453125        1.0000978708267212       1.7839178326539695e-05   0.09307479113340378      0.007470881100744009     0.9992095828056335       1.0                      -4.625184535980225       2.9951298236846924       0.27773934602737427      167.1170654296875        -0.2840399742126465      3.5462841987609863       0.04624096304178238      0.1003740057349205       1.6393389701843262       1.0635650157928467       0.31903767585754395      0.43241533637046814      1.0                      
275                      0.23927755686971877      36175872                 9463.408041417322        142.8678436279297        299.432373046875         4096                     140.6789093017578        296.51318359375          8333                     12.4561185836792         11.769478797912598       -0.017964916303753853    0.08028870075941086      1.0004156827926636       2.26684696826851e-05     0.14092114567756653      0.014824973419308662     0.9985931515693665       1.0                      -4.372594356536865       2.83473801612854         0.27397605776786804      166.96971130371094       -0.24309569597244263     3.4768126010894775       0.06260393559932709      0.13160359859466553      1.7394566535949707       1.0473735332489014       0.3190050423145294       0.43464478850364685      1.0                      
300                      0.2602935262521108       39452672                 9446.513758446185        144.26730346679688       299.45166015625          4096                     141.78909301757812       297.20611572265625       8301                     13.813260078430176       13.186454772949219       -0.017025403678417206    0.08769989013671875      1.0004428625106812       2.632228824950289e-05    0.1287660151720047       0.011962908320128918     0.9992141723632812       1.0                      -3.741727828979492       2.9156405925750732       0.264750212430954        166.81552124023438       -0.2336827665567398      3.698004722595215        0.09096167236566544      0.12371799349784851      1.667966604232788        1.048877239227295        0.31898754835128784      0.4366348385810852       1.0                      
325                      0.2814168698920144       42729472                 9428.340812350974        145.6273651123047        299.414794921875         4096                     144.21112060546875       296.4751281738281        8330                     13.72937297821045        13.118117332458496       -0.017557580024003983    0.08089752495288849      1.0004730224609375       2.53748003160581e-05     0.1257626861333847       0.011796667240560055     0.9991546869277954       1.0                      -3.865044355392456       2.949638843536377        0.2741498649120331       166.7136688232422        -0.2529427409172058      3.6904053688049316       0.0853184163570404       0.124838687479496        1.6945436000823975       1.0484023094177246       0.3189784288406372       0.4384368062019348       1.0                      
350                      0.3022768560383055       46006272                 9614.309864207333        148.22933959960938       299.73681640625          4096                     144.9485321044922        297.1649475097656        8301                     12.22449779510498        11.664640426635742       -0.01773996278643608     0.08718109130859375      1.0001823902130127       1.575851274537854e-05    0.1155192032456398       0.010867456905543804     0.9994140863418579       1.0                      -4.147243022918701       2.9123153686523438       0.2812107503414154       166.61473083496094       -0.28571945428848267     3.477130889892578        0.05915694683790207      0.08996901661157608      1.6053810119628906       1.0511360168457031       0.3189723491668701       0.440094530582428        1.0                      
375                      0.3232251195775138       49283072                 9495.87488509206         147.50120544433594       299.369140625            4096                     146.49603271484375       297.1729431152344        8302                     13.136850357055664       12.544222831726074       -0.015501520596444607    0.08148651570081711      0.9999788403511047       2.632720861583948e-05    0.12162557989358902      0.011437077075242996     0.9992035031318665       1.0                      -3.9011433124542236      2.958122730255127        0.263552188873291        166.4357147216797        -0.254695862531662       3.597661256790161        0.07723052054643631      0.1099759042263031       1.5903968811035156       1.0461094379425049       0.31896618008613586      0.44167637825012207      1.0                      
400                      0.34393806219100953      52559872                 9638.576977963667        151.37794494628906       299.69775390625          4096                     148.97833251953125       297.7158203125           8283                     13.224316596984863       12.724284172058105       -0.016532523557543755    0.07769470661878586      1.0004087686538696       1.6706966562196612e-05   0.10331287235021591      0.008924080058932304     0.9994400143623352       1.0                      -4.2396345138549805      2.9912405014038086       0.2745272219181061       166.3428955078125        -0.37211278080940247     3.6320993900299072       0.057417355477809906     0.09173349291086197      1.5420575141906738       1.056077480316162        0.31895968317985535      0.44317442178726196      1.0                      
425                      0.36503454685211184      55836672                 9259.261115038033        153.87669372558594       299.14501953125          4096                     151.3545379638672        297.2230224609375        8297                     12.33265209197998        11.831162452697754       -0.019751494750380516    0.076812744140625        1.0003403425216675       1.8071235899697058e-05   0.10424815863370895      0.008685525506734848     0.9991317987442017       1.0                      -4.195869445800781       2.9989917278289795       0.26583072543144226      166.18508911132812       -0.3147437572479248      3.5038368701934814       0.06755763292312622      0.1184782087802887       1.7061793804168701       1.064547061920166        0.31896018981933594      0.4445613622665405       1.0                      
450                      0.3857043947113885       59113472                 9640.203255385493        157.70140075683594       299.67724609375          4096                     153.59629821777344       298.05120849609375       8266                     12.974141120910645       12.483447074890137       -0.017509888857603073    0.09513702243566513      1.0002588033676147       1.650146623433102e-05    0.10164129734039307      0.00914306566119194      0.999560534954071        1.0                      -4.597662925720215       3.0403172969818115       0.2878638207912445       166.11854553222656       -0.3112744390964508      3.602261781692505        0.04983945190906525      0.09337369352579117      1.5061492919921875       1.0479178428649902       0.31896600127220154      0.44594982266426086      1.0                      
475                      0.40639330466588336      62390272                 9567.799256241351        159.97747802734375       299.5605773925781        4096                     155.7208709716797        297.6979064941406        8283                     12.716429710388184       12.264164924621582       -0.017126968130469322    0.09090270847082138      1.0003904104232788       1.5324876585509628e-05   0.09387815743684769      0.007254427764564753     0.9994613528251648       1.0                      -4.370354175567627       3.0064291954040527       0.2836669087409973       165.97532653808594       -0.3354630172252655      3.564417600631714        0.05614724010229111      0.09414790570735931      1.5005416870117188       1.0543928146362305       0.3189752697944641       0.4473784565925598       1.0                      
500                      0.4270489772160848       65667072                 9663.70697369842         164.1659393310547        299.65576171875          4096                     158.71861267089844       297.4031982421875        8291                     12.518922805786133       12.0674409866333         -0.017482347786426544    0.08500366657972336      1.0006463527679443       2.1700327124563046e-05   0.09379260987043381      0.007156806532293558     0.9994430541992188       1.0                      -4.342681407928467       2.996422529220581        0.2800076901912689       165.83969116210938       -0.41446608304977417     3.5473837852478027       0.057500533759593964     0.09636887162923813      1.5492348670959473       1.0455164909362793       0.3189845383167267       0.4487611651420593       1.0                      
525                      0.4480107373661465       68943872                 9503.619062396949        166.53631591796875       299.423583984375         4096                     162.11672973632812       297.1525573730469        8308                     12.388096809387207       11.91687297821045        -0.020048821344971657    0.08713074028491974      1.00040864944458         2.312373362656217e-05    0.09825468063354492      0.007872025482356548     0.9992904663085938       1.0                      -4.268102645874023       3.0123307704925537       0.2818475663661957       165.7191619873047        -0.41793110966682434     3.522087335586548        0.062056466937065125     0.10694561898708344      1.5925228595733643       1.0481946468353271       0.3189942538738251       0.4501306116580963       1.0                      
550                      0.46901023129622144      72220672                 9420.144916160483        171.87860107421875       299.42822265625          4096                     165.2440185546875        296.9830627441406        8315                     11.449142456054688       11.015437126159668       -0.020663950592279434    0.0827484130859375       1.0005449056625366       3.1551891879644245e-05   0.0908735916018486       0.006748513784259558     0.9990569949150085       1.0                      -4.4743332862854         3.01627779006958         0.2904857099056244       165.61659240722656       -0.3933948874473572      3.380053997039795        0.055030226707458496     0.11536645889282227      1.6677114963531494       1.0504460334777832       0.31900742650032043      0.451532781124115        1.0                      
575                      0.4900624343421724       75497472                 9387.645035029078        175.78604125976562       299.45703125             4096                     168.01792907714844       296.8953857421875        8322                     9.975154876708984        9.600927352905273        -0.022290995344519615    0.08910828083753586      1.0004338026046753       2.6888539650826715e-05   0.07930371910333633      0.005239455029368401     0.998870849609375        1.0                      -4.9769392013549805      3.071511745452881        0.3052946627140045       165.53396606445312       -0.453963041305542       3.1454412937164307       0.04366857558488846      0.1207038164138794       1.7677106857299805       1.0473840236663818       0.3190217912197113       0.4530380964279175       1.0                      
600                      0.5110374848047893       78774272                 9632.93574254115         177.94076538085938       299.7470703125           4096                     172.36505126953125       296.8335266113281        8317                     9.702722549438477        9.253949165344238        -0.023323815315961838    0.07906036823987961      1.0004314184188843       3.1622090318705887e-05   0.09441883862018585      0.007365235593169928     0.9989852905273438       1.0                      -4.61622953414917        3.0468857288360596       0.30208197236061096      165.40176391601562       -0.39560866355895996     3.083796739578247        0.059412986040115356     0.12837466597557068      1.6317322254180908       1.0481650829315186       0.3190383017063141       0.45453721284866333      1.0                      
625                      0.5317353986369239       82051072                 9600.797623351395        181.3157196044922        299.584228515625         4096                     175.8142852783203        297.7440490722656        8278                     9.938727378845215        9.45744800567627         -0.02646503783762455     0.07399292290210724      1.0006139278411865       1.7159994968096726e-05   0.10154885053634644      0.008756089024245739     0.9994537234306335       1.0                      -4.284955024719238       3.074282646179199        0.2962900698184967       165.262451171875         -0.45534080266952515     3.1222057342529297       0.06119610369205475      0.10128022730350494      1.5048317909240723       1.056121587753296        0.31906160712242126      0.45602232217788696      1.0                      
650                      0.55229782919089         85327872                 9531.961519059048        183.86436462402344       299.729736328125         4096                     177.5979461669922        297.7670593261719        8283                     10.38067626953125        9.920884132385254        -0.026799140498042107    0.08046875149011612      1.0003474950790405       3.313300112495199e-05    0.09731841087341309      0.0077930050902068615    0.9989471435546875       1.0                      -4.4549336433410645      3.056936740875244        0.30048269033432007      165.15432739257812       -0.5188937187194824      3.1969735622406006       0.06312449276447296      0.12850356101989746      1.6860160827636719       1.0668613910675049       0.31908321380615234      0.4575229287147522       1.0                      
675                      0.5726030954387453       88604672                 9663.642083646582        184.05738830566406       299.859619140625         4096                     180.34323120117188       298.18157958984375       8259                     10.28587532043457        9.760375022888184        -0.025051439180970192    0.08793029934167862      1.0005087852478027       1.5203219845716376e-05   0.11011020094156265      0.009647464379668236     0.9993057250976562       1.0                      -4.034607887268066       3.046940565109253        0.2939167320728302       165.0135498046875        -0.43940532207489014     3.164400577545166        0.07602349668741226      0.11578138172626495      1.5755701065063477       1.0524373054504395       0.3191072344779968       0.45905277132987976      1.0                      
700                      0.5929727523856693       91881472                 9578.355141023867        187.06663513183594       299.67041015625          4096                     182.07406616210938       298.2521057128906        8265                     9.63608455657959         9.109944343566895        -0.027220819145441055    0.07847290486097336      1.0005488395690918       1.4694051060359925e-05   0.11067245155572891      0.009951516054570675     0.9992111325263977       1.0                      -4.171901702880859       3.015923261642456        0.2919456660747528       164.8919219970703        -0.5380275249481201      3.068443775177002        0.06700868904590607      0.11440244317054749      1.582552194595337        1.0744478702545166       0.31913673877716064      0.4605494439601898       1.0                      
725                      0.6135227214627795       95158272                 9606.881881285604        189.2657470703125        299.776611328125         4096                     182.52236938476562       297.8900451660156        8273                     8.438838005065918        7.8980326652526855       -0.02573576383292675     0.0818023681640625       0.9999534487724304       2.387523272773251e-05    0.11330827325582504      0.010547777637839317     0.9992309808731079       1.0                      -4.185235023498535       3.061594009399414        0.29575449228286743      164.7783660888672        -0.4180733561515808      2.8404390811920166       0.06761635094881058      0.11820358037948608      1.5329670906066895       1.0489780902862549       0.3191666305065155       0.46207666397094727      1.0                      
750                      0.6337835607926051       98435072                 9789.080250681138        191.0216522216797        299.8681945800781        4096                     185.5006103515625        298.0954284667969        8258                     8.960525512695312        8.467473030090332        -0.02708243392407894     0.08440094441175461      1.0005764961242676       2.0778488760697655e-05   0.10402703285217285      0.008902430534362793     0.999499499797821        1.0                      -4.423638343811035       3.0383460521698          0.31081363558769226      164.7041473388672        -0.5074939131736755      2.938553810119629        0.0640946552157402       0.11206618696451187      1.4441304206848145       1.0707318782806396       0.3191947042942047       0.4634717106819153       1.0                      
775                      0.6543706726365619       101711872                9647.14806273979         192.35894775390625       299.837646484375         4096                     186.2855682373047        297.89447021484375       8270                     8.879936218261719        8.458993911743164        -0.02663184516131878     0.08386993408203125      1.000662922859192        1.801530561351683e-05    0.08951514214277267      0.00660604378208518      0.9994735717773438       1.0                      -5.032064914703369       3.0828537940979004       0.35047680139541626      164.7024688720703        -0.5428838133811951      2.947000503540039        0.055402085185050964     0.11662905663251877      1.52933669090271         1.0577201843261719       0.31920748949050903      0.4641532897949219       1.0                      
800                      0.6747770229975383       104988672                9555.377373849582        190.87258911132812       299.752197265625         4096                     187.607177734375         298.14788818359375       8262                     8.194758415222168        7.788179874420166        -0.02803770639002323     0.08170318603515625      1.0006606578826904       2.535537896619644e-05    0.08692333847284317      0.006442810874432325     0.9991500973701477       1.0                      -5.026046276092529       3.148573637008667        0.38098323345184326      164.67822265625          -0.4812893271446228      2.8163607120513916       0.05283794179558754      0.12456081807613373      1.596242904663086        1.0528452396392822       0.31920748949050903      0.4641532897949219       1.0                      
825                      0.6954290673467848       108265472                9562.020336702004        194.28387451171875       299.662353515625         4096                     188.05606079101562       297.6885070800781        8285                     8.744403839111328        8.312146186828613        -0.026778385043144226    0.0783538818359375       1.0004196166992188       1.635372609598562e-05    0.091807059943676        0.007098929490894079     0.9992294311523438       1.0                      -4.723794937133789       3.1451377868652344       0.39226776361465454      164.60623168945312       -0.538536548614502       2.9238173961639404       0.05889185145497322      0.12497206777334213      1.5632297992706299       1.0605244636535645       0.31920748949050903      0.4641532897949219       1.0                      
850                      0.7158648123343786       111542272                9667.064438871046        195.89463806152344       299.810302734375         4096                     190.9156036376953        297.8565673828125        8270                     8.439769744873047        8.010504722595215        -0.027832156047225       0.08553314208984375      1.0006483793258667       2.441648939566221e-05    0.09141938388347626      0.0069708130322396755    0.9993515014648438       1.0                      -4.699861526489258       3.124086618423462        0.39368531107902527      164.50784301757812       -0.49095749855041504     2.855074882507324        0.05855696275830269      0.11666327714920044      1.5484874248504639       1.0490937232971191       0.31920748949050903      0.4641532897949219       1.0                      
875                      0.7363925434483423       114819072                9358.134016628484        195.88803100585938       299.0468444824219        4096                     192.24053955078125       297.8897399902344        8270                     8.11797046661377         7.657384395599365        -0.027503743767738342    0.08143005520105362      1.0005143880844116       2.128706364601385e-05    0.09761792421340942      0.007811100222170353     0.999267578125           1.0                      -4.491331100463867       3.0953357219696045       0.38640499114990234      164.38352966308594       -0.4710930585861206      2.8013484477996826       0.06435896456241608      0.12292229384183884      1.5144572257995605       1.0472228527069092       0.31920748949050903      0.4641532897949219       1.0                      
900                      0.756988153523869        118095872                9595.986012054247        198.56442260742188       299.54931640625          4096                     193.11395263671875       297.516357421875         8291                     8.206123352050781        7.72503662109375         -0.027829041704535484    0.07753448933362961      1.000237226486206        2.4066986952675506e-05   0.1017828956246376       0.008381406776607037     0.9989776611328125       1.0                      -4.423690319061279       3.0900604724884033       0.38081327080726624      164.26278686523438       -0.4818152189254761      2.809175968170166        0.06891078501939774      0.1382990926504135       1.692859411239624        1.0653908252716064       0.31920748949050903      0.4641532897949219       1.0                      
925                      0.7772261185778512       121372672                9831.048558410672        200.42727661132812       299.79150390625          4096                     193.96627807617188       297.9855651855469        8262                     7.551734447479248        7.052094459533691        -0.028198594227433205    0.090576171875           0.9998432993888855       1.8196507880929857e-05   0.1055673286318779       0.008952119387686253     0.9995331168174744       1.0                      -4.310366153717041       3.0784318447113037       0.37642553448677063      164.14694213867188       -0.4533824920654297      2.6875245571136475       0.07124525308609009      0.11864323168992996      1.475177526473999        1.0478487014770508       0.31920748949050903      0.4641532897949219       1.0                      
950                      0.7975407826900482       124649472                9620.46109805793         199.98202514648438       299.614990234375         4096                     195.5548553466797        298.01708984375          8269                     8.049223899841309        7.542569160461426        -0.02658175304532051     0.07791595906019211      1.000316858291626        2.5785697289393283e-05   0.10664693266153336      0.009089897386729717     0.9993087649345398       1.0                      -4.29651403427124        3.074612617492676        0.37374916672706604      164.03663635253906       -0.490874707698822       2.7787203788757324       0.0725279152393341       0.1279963105916977       1.5359458923339844       1.0500576496124268       0.31920748949050903      0.4641532897949219       1.0                      
975                      0.8181099773777856       127926272                9489.921531788847        200.9552764892578        299.46728515625          4096                     195.62586975097656       297.3150634765625        8299                     8.10687255859375         7.5953049659729          -0.026232833042740822    0.08879699558019638      1.0003467798233032       2.983289959956892e-05    0.10756038874387741      0.009178136475384235     0.9990860223770142       1.0                      -4.273598670959473       3.0754477977752686       0.3713615834712982       163.92779541015625       -0.44861963391304016     2.7820255756378174       0.07517454028129578      0.1370566040277481       1.6265790462493896       1.0797474384307861       0.31920748949050903      0.4641532897949219       1.0                      
1000                     0.8386486893892289       131203072                9469.429454745425        201.21685791015625       299.345703125            4096                     196.26895141601562       297.8652648925781        8266                     7.893758296966553        7.371853828430176        -0.02577093243598938     0.08379364013671875      1.0011080503463745       3.0319524739752524e-05   0.10953541100025177      0.009487058036029339     0.9992523193359375       1.0                      -4.177831172943115       3.078434467315674        0.36466649174690247      163.8069305419922        -0.4524170756340027      2.7532973289489746       0.07749620825052261      0.129178985953331        1.5067551136016846       1.0496783256530762       0.31920748949050903      0.4641532897949219       1.0                      
1025                     0.8590739397207896       134479872                9661.489654811236        202.0010528564453        299.73486328125          4096                     196.82730102539062       297.90496826171875       8277                     8.471378326416016        7.917379856109619        -0.02739262580871582     0.08445587009191513      1.000592827796936        2.4677341571077704e-05   0.11627858877182007      0.010438692755997181     0.9991500973701477       1.0                      -4.043473720550537       3.0780861377716064       0.3564133942127228       163.68280029296875       -0.465929239988327       2.842466115951538        0.08512899279594421      0.13940492272377014      1.6147701740264893       1.0529143810272217       0.31920748949050903      0.4641532897949219       1.0                      
1050                     0.8795390262206395       137756672                9646.287814109903        202.13092041015625       299.5732421875           4096                     197.2395782470703        297.8641052246094        8277                     8.102110862731934        7.543135166168213        -0.02764466218650341     0.08111725002527237      1.0006202459335327       3.984292197856121e-05    0.11732393503189087      0.010725034400820732     0.999072253704071        1.0                      -4.045262336730957       3.087808609008789        0.34863343834877014      163.5598602294922        -0.4698372483253479      2.771178960800171        0.08358702063560486      0.1433434784412384       1.6132562160491943       1.0536139011383057       0.31920748949050903      0.4641532897949219       1.0                      
1075                     0.8998335339625676       141033472                9768.104435079404        202.77711486816406       299.8564453125           4096                     198.21072387695312       297.9292907714844        8265                     7.813760280609131        7.258098125457764        -0.026584386825561523    0.08722839504480362      1.0007044076919556       2.5586487026885152e-05   0.11644939333200455      0.01052770484238863      0.9994827508926392       1.0                      -4.0270094871521         3.083590269088745        0.3411198854446411       163.43682861328125       -0.44877246022224426     2.7269811630249023       0.08494646847248077      0.1296892613172531       1.4546887874603271       1.0476794242858887       0.31920748949050903      0.4641532897949219       1.0                      
1100                     0.9203074987067117       144310272                9723.912502445544        203.3926239013672        299.67236328125          4096                     198.2058868408203        297.7618408203125        8269                     7.435905456542969        6.882897853851318        -0.02661951445043087     0.093414306640625        1.0004085302352905       2.6158222681260668e-05   0.11592534929513931      0.01048057060688734      0.9994903802871704       1.0                      -4.0372772216796875      3.0875532627105713       0.3346281945705414       163.3151092529297        -0.41154590249061584     2.6631901264190674       0.08431984484195709      0.13004450500011444      1.4960286617279053       1.0488884449005127       0.31920748949050903      0.4641532897949219       1.0                      
1125                     0.9406679696506924       147587072                9675.84653324553         204.9195556640625        299.5691223144531        4096                     199.03570556640625       297.9647216796875        8271                     7.882395267486572        7.329982757568359        -0.027402406558394432    0.08007507771253586      1.0008227825164795       2.5167615604004823e-05   0.11596299707889557      0.010461174882948399     0.9994354248046875       1.0                      -4.051513195037842       3.0865180492401123       0.3293692469596863       163.19630432128906       -0.41661614179611206     2.7391517162323          0.0850452184677124       0.13176539540290833      1.5079612731933594       1.0593693256378174       0.31920748949050903      0.4641532897949219       1.0                      
1150                     0.9612095010942883       150863872                9715.610414486973        206.1353759765625        299.827392578125         4096                     198.3447723388672        297.1724853515625        8299                     7.553180694580078        7.010534763336182        -0.02594105713069439     0.09016265720129013      1.0007117986679077       3.3487223845440894e-05   0.11371716111898422      0.010138962417840958     0.9993743896484375       1.0                      -4.069642543792725       3.0940005779266357       0.32699111104011536      163.08567810058594       -0.4240652620792389      2.6796786785125732       0.08396351337432861      0.13255786895751953      1.5314385890960693       1.0630583763122559       0.31920748949050903      0.4641532897949219       1.0                      
1175                     0.981776881814003        154140672                9492.336461342391        203.68023681640625       299.428466796875         4096                     200.27073669433594       297.4707336425781        8291                     7.980794429779053        7.408807277679443        -0.028109898790717125    0.08233795315027237      1.0006331205368042       3.331673360662535e-05    0.12001962959766388      0.011046542786061764     0.9989517331123352       1.0                      -4.015563488006592       3.0952889919281006       0.32190242409706116      162.96627807617188       -0.4429556727409363      2.7503886222839355       0.0899583101272583       0.15272808074951172      1.640655517578125        1.0527524948120117       0.31920748949050903      0.4641532897949219       1.0                      
1200                     1.0026505229208205       157417472                9520.205817278644        205.42453002929688       299.427490234375         4096                     198.81944274902344       296.98162841796875       8306                     8.378591537475586        7.824276924133301        -0.027761423960328102    0.08409424126148224      1.000409483909607        4.598242958309129e-05    0.11641476303339005      0.010374581441283226     0.9989776611328125       1.0                      -4.03618049621582        3.079587459564209        0.31825700402259827      162.85299682617188       -0.46412134170532227     2.824361801147461        0.08967246115207672      0.15098460018634796      1.6284065246582031       1.049055576324463        0.31920748949050903      0.4641532897949219       1.0                      
1225                     1.0233037725422118       160694272                9571.56931663287         206.4434814453125        299.4912414550781        4096                     199.76283264160156       297.4627380371094        8294                     7.458224773406982        6.9057769775390625       -0.026583492755889893    0.08377838134765625      1.0006948709487915       3.9356600609607995e-05   0.11580612510442734      0.010405697859823704     0.999005138874054        1.0                      -4.0821757316589355      3.084458351135254        0.31502610445022583      162.7393035888672        -0.41611599922180176     2.6525070667266846       0.08634274452924728      0.14766699075698853      1.6208140850067139       1.047135353088379        0.31920748949050903      0.4641532897949219       1.0                      
